2022-04-20 23:20:06,028: 'a'
2022-04-20 23:20:07,813: 's'
2022-04-20 23:20:09,964: Key.backspace
2022-04-20 23:20:10,340: Key.backspace
2022-04-20 23:20:11,340: Key.enter
2022-04-20 23:20:11,492: Key.ctrl_l
2022-04-20 23:20:11,772: '\x13'
2022-04-20 23:20:12,852: Key.ctrl_l
2022-04-20 23:20:13,060: '\x03'
2022-04-20 23:20:13,421: '\x03'
2022-04-20 23:20:13,668: '\x03'
